buy_lag1_return,buy_lag2_return,buy_lag3_return,buy_lag4_return,buy_20day_slope,gain/loss
0.019614985093150943,-0.012553929854056465,0.004322830754668393,-0.0003581549200536838,0.00025485827639776416,0.0052852225808519716
-0.016721244799704337,0.00658622767698641,0.017877039942382062,0.014355802328038963,-0.0017075311613873032,0.08470155037344707
0.02024707900367134,0.007955628539138183,0.01616882323440933,0.02007892765566449,0.00029447197099631957,0.16867697343693966
-0.00115247129897919,0.03242114696278954,0.019714938162831177,0.00426414972922885,-0.0006159101454889806,-0.047494365138888606
0.0350629868764449,0.06789818886181426,-0.02625167963411488,0.04046512565081269,0.001843448936169153,-0.020080725689501127
0.014174819334490964,0.0032107243161632886,0.007393713361609687,-0.038222088496709265,0.0042345038066568435,0.0062167708752669405
-0.010480209479017583,-0.00043653077173948544,0.03151738879781356,-0.03139995242333962,0.0017774914920005108,0.04725301198363981
0.019055508450217817,-0.002066947180102761,0.0070773398424980585,0.05489692991285551,-0.002231225876336679,0.05178953946707511
0.019170580952006605,-0.01692302044712015,0.012066851396349457,0.02842296675189244,0.0027562620420096126,-0.03295445263464249
-0.006966040652371099,0.012057793392058936,-0.001165586083094074,-0.021292814096046827,0.0011846006090377628,-0.02246770103097397
0.02092731949283894,-0.010154402230635302,0.016935127287338578,0.004564378733122489,0.00020388033865534097,-0.026052160356293014
0.0012061220955617113,0.03409576282158431,-0.0037282177641508327,0.017706560547123686,0.0009201555979446867,-0.0073557394879119305
-0.012189998636790475,0.03927357888536896,-0.040907309570183015,0.025332141994862376,0.004290525585268137,0.18780841661911726
-0.0040001311893535264,0.02913226328674684,0.01772481471397083,0.03571433742633016,0.0008784437974952479,0.16982710682951802
0.011925947654220434,0.005870229585931931,0.0213763821001374,-0.009297380376441554,0.0013225660403540275,0.05249599233894836
0.0075187626510002945,0.008315041070614225,-0.01612133947100596,-0.0014415826563127668,-0.002567586550352029,-0.013536291985882565
0.019597588565099532,-0.0072632748092243465,0.015542618232336691,-0.010427545479440418,0.0001428543028763319,0.05045310163434936
0.01079408059173762,0.038614645803772336,0.02581149345271973,0.0005113284772054763,0.0012095567642230805,0.09536082133919847
0.0049530686276361684,0.0031615349660988838,0.0020366135472821715,0.023864806791779682,-0.000758665039639187,0.024735779890747978
-0.009810144774064717,-0.0010651655043539233,0.017338493310548472,0.0058862437076858025,0.0001599162000218606,-0.02145306668217768
-0.0030210976254742613,0.005373952995228839,0.031325167002143495,0.007281400599512295,-0.0034201154189941103,-0.06620506471257763
0.02315838994458175,0.00532933758419128,-0.006132966556338941,0.05936210954727104,0.0018649398356333595,-0.08175688400476609
0.03378793131345455,0.00031009026381238536,0.07036179786602692,-0.02302208504483566,0.0008012268283121984,0.06811343854000022
0.009444734153608752,0.00836929875731138,0.03217143412600364,0.015426724534810794,-0.002913224084123863,-0.036726510485949264
0.06056768548249194,0.0003155788385403737,0.06128597973364034,0.003023186529745634,0.0011270221824044705,0.07830877249976824
0.011290757060092645,0.007377806899774013,0.001847860013532918,0.0024698987208221354,-0.005203912559720376,0.059818930229357956
0.0035919924114230137,0.00723596790646467,-0.012151652134772985,-0.021336097882324177,0.00035536001821166334,0.029621740000075017
-0.012644830944453622,-0.0035001436438508618,0.04422505532177613,-0.010488060479573555,-0.0025254290759845017,-0.011966197747590787
0.008840140951293521,-0.02751020315546089,-0.004109685389673644,0.017776219970387596,-0.0009918221744379659,0.08464498990794248
-0.003106672860631187,0.017205047849168473,0.004231257880827887,0.008176352346791042,0.0002655317272075664,-0.02776825251054659
0.008594947636622732,-0.005204478946799444,-0.004441241311934988,0.00037030620222747136,-0.0019019826105734373,-0.04842882144471557
0.04621213382398206,0.002277838525365458,0.02530176151809514,0.020659509886725342,0.004440746032162303,0.1543822003237005
0.0011979160494633941,0.012431868345759416,0.006408163585889426,0.006758919403760135,-0.0004069096717438714,-0.012574929729683722
