buy_lag1_return,buy_lag2_return,buy_lag3_return,buy_lag4_return,buy_20day_slope,gain/loss
0.02996247191029622,-0.0014749993554990816,-0.006436804208648455,0.005737002600958347,0.0008588380744635509,0.07999590318927381
0.015247136698029297,0.043952907645977306,0.021114758473647268,0.009217608739236497,0.0012969535857508335,0.04309542398326783
0.009397062000096348,0.0003046775780619708,0.0074090186970805685,0.011933717400057834,0.0018240398819336452,-0.010342791799771633
0.011662488171828267,0.010014680393581329,-0.00030885096189407784,-0.005220815830551806,0.0001486148397670075,-0.006358916168182133
0.003128257403005612,0.0074530370142415515,0.007206715381257856,0.0056945013961442175,0.0004578124669052549,-0.032880509145610665
0.001286094605699867,0.010161104179332922,0.006773266345956547,0.009620606347849772,0.0001674787672243331,0.05762525694214618
-0.014395275636048999,0.015003089418698662,-0.04327565583849079,-0.04788387760710748,-0.004810439135147282,0.3345169584004994
0.0014104275597720045,-0.009420687417575482,0.017836963078015352,0.021202395142571422,-0.0010768629273280811,0.106816956890704
-0.013831823425549365,0.017566405237882842,0.015633552086506335,0.013311103110092327,-0.0002521177058247262,-0.021733437316845208
-0.00032413779168067057,0.020580175571389192,-0.0008078815884078625,0.014075547339121764,0.0008526242561950193,0.017094863219705495
0.0033667475874466996,-0.005436626162046415,0.007910749333948005,0.020742997139149292,-0.0007488884426873491,-0.02535973529650359
0.016246623670139463,0.006008049715722578,0.009036781481275388,0.0038934779874626015,0.00018397806565545355,-0.031246687089400246
0.007952816219464445,0.01062875025751577,-0.004895966648406378,0.005713388097419483,0.002195991817201728,-0.004094265792869825
-0.011641436056805165,0.0041955658548583855,0.00014343341456094332,0.016960091118708352,0.0004270488888528047,-0.05323150695638647
0.009803420044508949,0.011127602772767857,0.022893014134562586,0.02173382933641655,-0.0004213859157012387,0.20022429094515862
0.0005454291009208293,-0.003325584702185089,0.016612495255756136,0.016489846153315026,-0.0005608202612135441,0.022738820562539896
0.012668235099528176,-0.002742551292345098,-0.002812388963633968,0.011503443360344139,0.0003326879937079112,0.009743954327984432
0.007866360570752944,-0.009304371427966435,0.02155204284057962,0.0026707867626537037,0.0007007353136899655,0.20920273279926477
0.011373091799930736,0.005271110438673489,0.017679479964402015,0.003614527575162845,0.0011778770627227258,-0.05936627184114577
0.007213605259219915,0.031976448527563324,0.004955943894821568,-0.0036170196627722056,-0.0018021299464777616,-0.032387442245485266
0.023846660981702083,0.02528219678104486,-0.014153467590056482,-0.019006428562698012,-0.0010861949178294016,-0.049526804938788756
-0.006548053186788002,0.021871073378077355,-0.03643834556804381,0.03368686258628783,0.0017104768749338633,-0.025585298154890777
0.031474810195723735,0.019623313766305064,0.006607784167600746,-0.004039344591204736,0.0013648740025898642,-0.05727140044535224
-0.0005283923022295858,0.016661901892517917,0.017537186456707553,0.0014608253564094194,-0.002684167359058563,0.09121771731982305
0.028122319111150276,-0.008587069598627949,-0.01367874297714731,0.050243899614989866,3.5607988830906047e-06,-0.04368705477268275
-0.00037896170835281914,0.024712145154602204,0.028054934672903657,0.022526833760043958,0.0022540221624612142,0.09636475680300018
0.026104927722504806,0.008873276564353098,0.0008817500885923818,0.006529929309444272,-0.00047104175954249016,-0.0561993869594427
0.012092328391074674,0.0316000778416573,-0.007736300210375873,0.009177428132100264,0.003131543197860291,-0.058779444102798346
0.034202514216557595,0.007058091249607521,0.009044956599179317,-0.001599957052318874,0.0002899035436504383,-0.007291370624052916
-0.0007563710773952963,-0.014500603179071056,0.009473687030077706,0.0356322540556135,-0.00023862329081199437,0.008676585078481836
-0.014943477008760515,-0.013019606310285889,0.014725209962123719,-0.0007563710773952963,-0.0013248720191361217,-0.003153669675870096
0.017428003579904604,-0.023629784894302803,-0.001468434436638327,0.021203193474347095,0.0021260690053764688,0.12372254194389812
0.010205038466844745,0.01064724349256385,0.009446784274517912,0.0008370080793793355,0.0003901261919470133,-0.03333331579943844
0.003666712872656467,0.02756169091877371,0.006814377000169464,0.011404062390475412,-0.0001366543284467439,0.1539906925575861
